date,avgtempC,winddirDegree,windspeedKmph,cloudcover,humidity,precipInches,pressure,visibility,maxtempC,mintempC,sunHour,Ozone(ppm)
2018-10-06,25,156,11,50,84,0.4,1013,7,29,23,11.6,0.024478
2018-10-07,25,149,15,44,86,0.1,1012,6,29,23,11.6,0.022471
2018-10-08,24,130,13,65,89,0.2,1010,9,27,22,8.8,0.019083000000000003
2018-10-09,24,171,12,41,85,0.2,1007,9,28,22,11.6,0.015875
2018-10-10,20,154,10,9,79,0.0,1012,9,24,19,11.6,0.021647
2018-10-11,18,49,12,35,73,0.0,1017,10,20,15,10.2,0.025764999999999996
2018-10-12,22,138,10,45,78,0.1,1014,10,28,17,10.2,0.033941000000000006
2018-10-13,25,182,17,51,86,0.3,1009,9,30,22,10.2,0.025435
2018-10-14,25,132,11,46,84,0.1,1010,10,31,19,10.2,0.021059
2018-10-15,10,223,29,97,89,0.3,1021,9,21,7,5.8,0.017353
2018-10-16,9,175,22,100,91,0.1,1022,9,10,7,4.2,0.017542
2018-10-17,11,54,19,100,92,0.1,1025,9,13,10,4.2,0.020412
2018-10-18,13,19,17,100,89,0.1,1025,10,15,11,4.2,0.020895
2018-10-19,15,186,12,98,94,0.3,1021,9,16,14,4.2,0.014231
2018-10-20,17,141,16,67,87,0.0,1021,8,19,15,5.7,0.023941
2018-10-21,16,32,15,28,61,0.0,1024,10,20,12,8.7,0.032175999999999996
2018-10-22,14,83,6,64,70,0.0,1022,10,17,12,7.2,0.021417
2018-10-23,14,80,9,68,81,0.0,1021,10,17,12,4.2,0.027412
2018-10-24,14,161,10,98,92,0.3,1017,8,15,12,4.2,0.01525
2018-10-25,15,322,11,60,84,0.0,1014,7,19,14,5.7,0.0185
2018-10-26,18,213,8,4,75,0.0,1015,10,24,14,8.7,0.023882
2018-10-27,21,230,12,3,71,0.0,1017,10,27,15,8.7,0.033059
2018-10-28,21,216,13,0,66,0.0,1020,10,27,16,8.7,0.037294
2018-10-29,21,198,15,30,78,0.0,1018,10,26,17,7.2,0.034352999999999995
2018-10-30,22,186,20,41,83,0.0,1014,10,27,19,5.7,0.031083
2018-10-31,22,229,17,77,87,0.9,1010,6,27,18,4.1,0.020682
2018-11-01,14,296,15,9,65,0.0,1015,10,18,10,8.7,0.025706
2018-11-02,15,228,9,2,55,0.0,1018,10,22,10,8.7,0.031235000000000002
2018-11-03,18,189,21,17,69,0.0,1014,10,23,12,8.7,0.037000000000000005
2018-11-04,17,153,13,20,72,0.1,1017,9,20,13,8.7,0.023208000000000003
2018-11-05,19,198,15,43,83,0.0,1010,10,24,14,5.6,0.025958
2018-11-06,21,172,6,42,89,0.0,1011,10,25,18,5.6,0.011588
2018-11-07,23,134,10,80,87,0.1,1013,7,27,18,4.1,0.021235
2018-11-08,15,19,15,100,88,0.2,1016,10,16,14,4.1,0.010417000000000001
2018-11-09,11,13,27,70,78,0.0,1024,10,13,9,5.6,0.026352999999999998
2018-11-10,8,59,12,48,56,0.0,1028,10,11,7,8.7,0.027565
2018-11-11,8,76,8,89,73,0.1,1020,10,10,6,4.1,0.026529
2018-11-12,8,229,24,94,84,0.1,1021,8,10,3,4.1,0.023458
2018-11-13,3,346,23,39,59,0.0,1033,10,6,1,8.7,0.029294
2018-11-14,4,273,10,0,46,0.0,1032,10,11,-1,8.7,0.024833
2018-11-15,8,190,9,32,53,0.0,1025,10,16,2,8.7,0.027941000000000004
2018-11-16,12,209,12,11,53,0.0,1022,10,18,6,8.7,0.034647000000000004
2018-11-17,14,184,12,39,83,0.0,1019,9,20,8,7.1,0.030352999999999998
2018-11-18,11,177,15,97,81,0.0,1023,10,16,7,4.0,0.017412
2018-11-19,8,19,13,93,72,0.0,1023,10,10,6,3.9,0.018095
2018-11-20,9,66,13,0,65,0.0,1026,10,15,6,8.7,0.027412
2018-11-21,9,124,7,44,71,0.0,1027,9,11,5,5.5,0.017958000000000002
2018-11-22,12,103,6,41,76,0.0,1024,10,17,9,8.7,0.030294
2018-11-23,16,231,14,34,69,0.0,1014,10,23,10,7.1,0.030118000000000002
2018-11-24,17,222,11,18,47,0.0,1010,10,23,13,8.7,0.029826
2018-11-25,15,289,22,36,62,0.0,1012,10,18,10,8.7,0.028647000000000002
2018-11-26,8,187,15,27,44,0.0,1026,10,13,6,8.7,0.025917000000000003
2018-11-27,9,170,10,13,46,0.0,1023,10,16,4,8.7,0.0276
2018-11-28,13,199,20,40,65,0.0,1015,10,19,8,7.1,0.039563
2018-11-29,17,196,18,50,87,0.0,1012,10,23,14,7.1,0.028647000000000002
2018-11-30,19,184,17,85,88,0.0,1008,9,22,17,3.8,0.027412
2018-12-01,18,275,16,9,49,0.0,1005,9,23,15,8.7,0.036176
2018-12-02,15,166,12,3,48,0.0,1010,10,19,12,8.7,0.03
2018-12-03,11,30,17,11,58,0.0,1019,10,14,8,8.7,0.026333
2018-12-04,7,36,13,7,60,0.0,1027,10,12,4,8.7,0.019
2018-12-05,8,85,10,27,53,0.0,1029,10,13,4,8.7,0.021941
2018-12-06,11,115,8,95,82,0.1,1023,9,14,9,3.8,0.0165
2018-12-07,10,50,19,100,92,0.2,1023,10,12,8,3.8,0.008833
2018-12-08,7,345,23,94,84,0.0,1022,10,8,5,3.8,0.015294
2018-12-09,6,344,16,48,77,0.0,1027,10,10,3,5.4,0.021292
2018-12-10,7,278,7,2,58,0.0,1029,10,14,3,8.7,0.026352999999999998
2018-12-11,9,194,13,30,67,0.0,1027,10,14,5,8.7,0.035470999999999996
2018-12-12,14,188,15,77,89,0.0,1016,8,18,10,3.8,0.028582999999999997
2018-12-13,15,250,23,42,72,0.1,1008,9,20,9,8.7,0.031471
2018-12-14,8,321,31,70,64,0.0,1017,10,9,6,3.8,0.031588
2018-12-15,11,326,13,1,43,0.0,1023,10,17,6,8.7,0.034545
2018-12-16,12,230,6,40,37,0.0,1025,10,18,8,5.4,0.019833
2018-12-17,14,209,8,55,41,0.0,1023,10,19,11,5.4,0.019
2018-12-18,12,139,7,56,75,0.0,1018,9,17,8,7.1,0.019824
2018-12-19,14,112,7,71,92,0.2,1011,8,16,12,7.1,0.012958
2018-12-20,12,321,23,18,58,0.0,1016,10,16,10,8.7,0.033647
2018-12-21,11,258,12,1,43,0.0,1018,10,17,7,8.7,0.030235
2018-12-22,15,212,17,34,48,0.0,1014,10,23,9,8.7,0.034087
2018-12-23,12,69,15,4,57,0.0,1024,10,15,9,8.7,0.029529000000000003
2018-12-24,9,111,9,30,70,0.0,1023,9,15,6,7.1,0.022875
2018-12-25,16,155,13,82,91,0.0,1017,8,20,13,5.4,0.028412
2018-12-26,18,148,24,99,93,0.4,1011,7,20,16,3.8,0.028582999999999997
2018-12-27,16,247,12,12,66,0.3,1009,9,19,12,8.7,0.026458
2018-12-28,7,21,20,11,63,0.0,1019,10,10,5,8.7,0.021176
2018-12-29,6,100,21,82,66,0.0,1024,10,6,5,5.4,0.020087
2018-12-30,5,153,10,100,82,0.2,1019,9,6,4,3.8,0.012417000000000001
2018-12-31,9,232,10,25,71,0.0,1014,10,16,4,8.7,0.014833
2019-01-01,7,15,13,41,72,0.0,1022,10,10,3,5.4,0.013416999999999998
2019-01-02,4,121,13,97,84,2.0,1021,7,4,3,3.8,0.00975
2019-01-03,5,315,11,59,74,0.4,1018,8,8,2,5.4,0.014913
2019-01-04,9,308,5,2,66,0.0,1019,10,14,1,8.7,0.027235000000000002
2019-01-05,12,216,5,0,67,0.0,1020,10,17,3,8.7,0.035059
2019-01-06,14,182,7,45,79,0.0,1018,10,19,6,7.1,0.032588
2019-01-07,17,221,6,59,76,0.0,1019,8,21,12,5.4,0.023417
2019-01-08,16,225,5,19,70,0.0,1023,8,20,11,8.7,0.03
2019-01-09,12,40,9,25,56,0.0,1030,10,14,8,8.7,0.029917000000000003
2019-01-10,10,125,3,49,60,0.0,1026,10,13,6,7.1,0.026175999999999998
2019-01-11,11,150,6,88,85,0.2,1018,9,14,8,3.8,0.023458
2019-01-12,12,319,12,30,78,0.1,1021,10,13,10,8.7,0.023235
2019-01-13,8,19,9,4,70,0.0,1028,10,12,2,8.7,0.024647
2019-01-14,7,35,6,24,69,0.0,1030,10,11,2,8.7,0.01725
2019-01-15,9,153,4,84,73,0.0,1026,10,12,5,3.8,0.014087
2019-01-16,14,168,6,90,78,0.0,1021,9,18,8,3.8,0.011235
2019-01-17,17,287,6,25,74,0.0,1020,8,23,10,8.7,0.018706
2019-01-18,18,200,9,33,79,0.0,1013,10,22,11,8.7,0.015471
2019-01-19,9,335,22,11,51,0.0,1019,10,11,7,8.7,0.026235
2019-01-20,6,54,7,8,52,0.0,1028,10,12,0,8.7,0.027999999999999997
2019-01-21,9,167,12,18,68,0.0,1020,10,15,1,8.7,0.037058999999999995
2019-01-22,15,187,13,93,72,0.1,1012,10,19,11,3.9,0.028042
2019-01-23,6,338,15,31,52,0.3,1021,9,8,2,10.7,0.029958
2019-01-24,9,182,5,1,55,0.0,1021,10,15,1,10.8,0.029176
2019-01-25,7,116,7,76,64,0.0,1026,10,12,3,5.4,0.028881999999999998
2019-01-26,11,74,4,52,76,0.0,1023,10,14,6,10.0,0.031471
2019-01-27,11,342,3,39,73,0.8,1022,8,16,5,10.8,0.029824
2019-01-28,13,211,14,28,63,0.0,1013,10,19,7,10.8,0.037294
2019-01-29,5,36,14,24,43,0.0,1026,10,8,1,10.8,0.032417
2019-01-30,7,131,6,80,50,0.0,1024,10,12,2,5.4,0.031176
2019-01-31,11,130,6,100,76,0.0,1020,6,15,5,5.4,0.021125
2019-02-01,15,84,7,97,87,0.1,1018,8,19,11,5.4,0.023471000000000002
2019-02-02,16,136,7,92,87,0.0,1016,6,19,13,5.4,0.02187
2019-02-03,18,196,10,94,80,0.0,1011,7,22,13,5.4,0.023625
2019-02-04,20,216,8,76,80,0.0,1010,11,25,15,7.0,0.020471
2019-02-05,20,187,12,84,90,0.0,1012,9,21,18,5.5,0.021059
2019-02-06,21,192,18,100,92,0.1,1011,8,23,20,5.5,0.020176
2019-02-07,19,330,17,75,56,0.4,1017,10,20,19,7.0,0.024118
2019-02-08,2,29,16,62,50,0.0,1035,10,6,0,7.0,0.025588
2019-02-09,3,55,10,99,71,0.0,1032,19,5,1,5.5,0.0255
2019-02-10,7,175,3,99,90,0.0,1022,13,10,4,5.5,0.012417000000000001
2019-02-11,16,221,7,87,89,0.1,1013,8,19,11,5.5,0.013941
2019-02-12,12,126,9,8,46,0.0,1022,11,16,8,11.0,0.029125
2019-02-13,12,168,10,17,60,0.0,1023,14,17,3,10.1,0.036118
2019-02-14,18,207,15,12,74,0.0,1009,14,23,13,11.1,0.039208
2019-02-15,23,241,10,8,57,0.0,1008,13,30,14,11.1,0.035529000000000005
2019-02-16,11,35,8,46,70,0.0,1008,15,14,9,10.1,0.021
2019-02-17,16,11,11,16,55,0.0,1011,15,20,13,11.1,0.031824
2019-02-18,11,49,15,37,61,0.0,1018,11,13,8,10.1,0.03025
2019-02-19,7,31,11,90,80,0.1,1014,7,9,5,5.6,0.021708
2019-02-20,11,316,7,34,60,0.0,1015,10,17,3,11.2,0.029706
2019-02-21,11,71,6,82,72,0.0,1014,10,13,5,5.6,0.024416999999999998
2019-02-22,13,205,6,75,86,0.0,1014,10,17,9,7.1,0.011333
2019-02-23,17,291,12,57,55,0.0,1014,17,18,12,8.6,0.042529000000000004
2019-02-24,12,38,7,0,47,0.0,1023,10,16,5,11.2,0.040118
2019-02-25,13,127,7,25,66,0.0,1022,10,18,5,11.3,0.034706
2019-02-26,15,78,6,97,78,0.0,1022,7,20,10,5.6,0.020875
2019-02-27,18,148,7,90,80,0.0,1019,5,23,14,5.8,0.024588
2019-02-28,8,23,10,92,75,0.0,1018,9,10,6,5.9,0.015235
2019-03-01,10,114,6,84,81,0.0,1017,10,14,6,5.9,0.008173999999999999
2019-03-02,11,34,8,98,87,0.0,1016,8,13,10,5.9,0.007261
2019-03-03,8,6,16,61,76,0.0,1017,8,9,4,8.7,0.026941000000000003
2019-03-04,0,16,19,32,54,0.0,1026,10,3,-3,10.2,0.035375
2019-03-05,3,13,13,43,44,0.0,1032,10,7,-3,7.3,0.035292000000000004
2019-03-06,7,133,7,20,50,0.0,1031,10,11,-1,11.6,0.043235
2019-03-07,14,192,10,52,76,0.0,1020,10,19,5,10.2,0.033875
2019-03-08,19,201,12,85,78,0.0,1013,10,22,14,5.9,0.025
2019-03-09,20,277,14,72,67,0.1,1008,6,23,17,8.8,0.039176
2019-03-10,17,98,9,80,57,0.1,1015,8,22,12,5.9,0.027353
2019-03-11,18,27,10,98,77,0.1,1016,9,21,15,6.0,0.021041999999999998
2019-03-12,17,147,14,92,79,0.3,1008,6,19,15,6.0,0.020429
2019-03-13,17,244,10,56,61,0.4,1008,9,21,13,8.8,0.036882
2019-03-14,19,325,17,58,49,0.0,1014,10,23,11,10.2,0.043588
2019-03-15,13,25,21,30,38,0.0,1027,10,16,10,11.6,0.039875
2019-03-16,13,56,13,27,38,0.0,1028,11,17,8,11.6,0.043941
2019-03-17,14,59,10,15,41,0.0,1026,20,19,8,11.6,0.043941
2019-03-18,15,83,11,20,47,0.0,1025,20,20,10,11.6,0.042176
2019-03-19,16,136,10,28,48,0.0,1024,10,21,10,11.6,0.048706
2019-03-20,17,206,7,61,65,0.0,1023,10,23,12,6.0,0.045333
2019-03-21,20,200,6,27,54,0.0,1023,10,26,12,11.6,0.050882
2019-03-22,20,164,14,26,58,0.0,1019,10,25,14,10.2,0.058705999999999994
2019-03-23,18,166,15,86,74,0.0,1018,9,20,12,6.1,0.046130000000000004
2019-03-24,21,194,16,78,84,0.0,1017,8,23,14,6.1,0.03625
2019-03-25,22,124,13,56,75,0.0,1019,10,25,18,8.8,0.048529
2019-03-26,19,63,14,10,60,0.0,1025,10,24,13,11.6,0.042647000000000004
2019-03-27,19,149,15,17,67,0.0,1024,11,24,12,11.6,0.050647000000000005
2019-03-28,20,168,20,26,69,0.0,1020,20,26,13,11.6,0.048
2019-03-29,20,175,20,79,80,0.0,1015,19,25,16,6.1,0.042292
2019-03-30,19,168,19,81,79,0.1,1015,19,24,16,6.1,0.034059
2019-03-31,11,19,22,21,46,0.0,1026,10,14,8,11.6,0.039941000000000004
2019-04-01,12,27,9,17,50,0.0,1024,10,19,6,11.6,0.036765
2019-04-02,15,164,12,29,52,0.0,1022,10,21,7,11.6,0.047175999999999996
2019-04-03,16,151,17,98,85,0.1,1019,9,18,10,6.2,0.038125
2019-04-04,24,229,14,52,74,0.1,1014,8,31,18,8.9,0.039235
2019-04-05,23,113,9,74,81,0.0,1014,10,27,19,7.5,0.032588
2019-04-06,23,183,13,90,85,0.5,1011,7,25,20,6.2,0.018727
2019-04-07,24,146,10,52,71,0.3,1013,6,31,20,10.3,0.042470999999999995
2019-04-08,24,309,14,41,51,0.0,1014,10,30,17,11.6,0.042294
2019-04-09,26,162,9,0,50,0.0,1013,10,31,20,11.6,0.050470999999999995
2019-04-10,26,186,25,0,53,0.0,1004,10,33,18,11.6,0.051352999999999996
2019-04-11,25,289,18,8,34,0.0,1004,10,29,18,11.6,0.041333
2019-04-12,20,91,13,23,57,0.1,1009,10,27,12,11.6,0.038294
2019-04-13,24,237,25,61,65,0.5,1003,7,28,19,8.9,0.0388
2019-04-14,16,325,18,2,46,0.0,1017,10,23,9,11.6,0.040524
2019-04-15,20,180,20,18,56,0.0,1016,10,26,12,11.6,0.050765
2019-04-16,21,170,23,85,81,0.0,1015,9,25,16,6.3,0.042375
2019-04-17,25,187,24,86,82,0.1,1009,8,28,20,6.5,0.031824
2019-04-18,23,320,19,53,58,1.5,1008,8,27,19,10.3,0.040824
2019-04-19,20,344,19,8,38,0.0,1018,10,23,16,13.0,0.0435
2019-04-20,21,186,12,0,50,0.0,1018,10,27,13,13.4,0.050882
2019-04-21,23,177,24,6,67,0.0,1014,10,29,15,13.4,0.046118
2019-04-22,22,161,20,88,79,0.0,1015,9,27,19,9.6,0.041083
2019-04-23,23,156,19,84,82,0.1,1014,10,26,19,8.4,0.035176
2019-04-24,22,151,19,91,85,1.2,1010,8,25,19,8.4,0.035782999999999995
2019-04-25,23,298,12,4,57,0.0,1012,10,31,14,13.5,0.037824
2019-04-26,23,41,12,3,55,0.0,1019,10,27,17,13.5,0.042529000000000004
2019-04-27,24,190,19,4,63,0.0,1013,10,29,18,13.5,0.051176
2019-04-28,23,161,19,52,78,0.0,1012,10,29,18,10.9,0.039529
2019-04-29,24,165,21,73,79,0.0,1012,8,30,19,9.7,0.032208
2019-04-30,25,171,24,90,83,0.1,1012,10,28,23,8.5,0.024
2019-05-01,25,150,20,84,84,0.2,1012,9,27,23,8.5,0.024412
2019-05-02,26,161,19,80,82,1.4,1013,9,30,20,8.5,0.035045
2019-05-03,24,175,13,88,85,3.4,1011,5,26,20,8.5,0.034881999999999996
2019-05-04,24,31,9,61,74,1.1,1011,9,29,19,9.7,0.037727
2019-05-05,24,151,12,13,71,0.0,1012,10,30,18,13.7,0.042765
2019-05-06,23,145,14,62,81,0.0,1013,10,26,20,9.7,0.0295
2019-05-07,25,141,15,71,82,0.5,1012,7,29,21,9.8,0.037412
2019-05-08,27,191,22,76,83,0.7,1006,7,30,22,9.8,0.031083
2019-05-09,28,89,15,76,77,0.0,1009,7,31,22,10.9,0.026059
2019-05-10,15,18,22,99,77,0.1,1014,9,20,13,8.6,0.026167000000000003
2019-05-11,19,244,11,81,80,0.2,1012,10,23,16,9.8,0.017706
2019-05-12,21,136,10,2,67,0.0,1012,10,26,15,13.8,0.029176
2019-05-13,23,110,9,8,67,0.0,1013,10,28,16,13.8,0.040999999999999995
2019-05-14,25,122,9,68,69,0.4,1015,9,28,20,9.8,0.043235
2019-05-15,25,125,9,44,71,0.2,1015,9,29,19,12.2,0.044824
2019-05-16,26,161,12,15,70,0.0,1015,10,30,19,13.8,0.038647
2019-05-17,27,166,19,81,79,0.1,1010,9,31,22,8.6,0.029582999999999998
2019-05-18,26,193,22,91,84,0.2,1006,10,28,21,8.7,0.020522
2019-05-19,29,166,12,57,76,0.1,1009,10,33,24,12.2,0.032706
2019-05-20,28,161,26,80,78,0.1,1008,8,32,25,8.7,0.025941000000000002
2019-05-21,29,264,20,53,55,0.7,1005,8,33,25,11.0,0.04
2019-05-22,27,166,20,64,78,0.0,1008,7,32,22,11.0,0.027587999999999998
2019-05-23,28,155,26,76,75,0.1,1013,9,33,25,9.9,0.022529
2019-05-24,28,155,25,75,72,0.1,1014,8,32,25,8.7,0.028235000000000003
2019-05-25,28,154,22,71,74,0.1,1015,10,32,23,8.7,0.026882
2019-05-26,28,160,20,57,73,0.0,1015,10,32,22,11.0,0.034941
2019-05-27,27,170,22,59,72,0.0,1012,10,32,22,11.0,0.03325
2019-05-28,28,177,23,84,74,0.0,1008,10,33,24,9.9,0.025304
2019-05-29,29,175,24,82,76,0.1,1007,10,32,24,8.7,0.024666999999999998
2019-05-30,27,29,11,84,79,0.5,1012,9,30,24,8.7,0.035625
2019-05-31,28,131,9,84,74,0.5,1014,9,33,23,8.7,0.033471
2019-06-01,29,150,9,71,74,0.1,1013,10,33,24,8.7,0.022682
2019-06-02,28,158,12,39,72,0.0,1013,10,33,24,12.2,0.019882
2019-06-03,29,148,13,45,70,0.0,1014,10,33,24,11.0,0.021235
2019-06-04,29,148,12,69,70,0.1,1013,10,33,24,11.1,0.013544999999999998
2019-06-05,30,66,8,79,74,0.3,1009,10,33,24,8.8,0.027999999999999997
2019-06-06,31,277,6,69,68,0.4,1008,9,39,22,11.1,0.034625
2019-06-07,30,320,13,10,45,0.0,1008,10,34,24,14.0,0.038471
2019-06-08,32,230,8,2,52,0.0,1009,11,37,25,14.0,0.045647
2019-06-09,32,166,9,4,59,0.0,1012,19,37,26,14.0,0.044235000000000003
2019-06-10,26,19,20,47,66,0.5,1020,9,30,24,12.2,0.044706
2019-06-11,25,47,10,48,57,0.0,1019,16,27,22,13.4,0.03325
2019-06-12,28,41,8,11,55,0.0,1016,20,33,21,14.0,0.050417000000000003
2019-06-13,28,93,13,12,43,0.0,1018,20,32,21,14.1,0.048059
2019-06-14,29,180,19,22,56,0.0,1015,20,34,22,14.1,0.049706
2019-06-15,30,184,24,65,67,0.0,1011,20,36,23,11.1,0.026957
2019-06-16,31,183,22,70,66,0.8,1010,20,35,25,9.9,0.031058999999999996
2019-06-17,30,186,11,48,67,0.0,1011,20,36,24,12.2,0.039353
2019-06-18,31,172,9,47,63,0.0,1012,18,35,24,13.4,0.038353
2019-06-19,33,197,20,18,59,0.0,1009,10,39,25,14.1,0.030118000000000002
2019-06-20,32,190,20,45,66,0.0,1008,10,39,25,12.2,0.022706
2019-06-21,33,179,25,67,66,0.0,1010,10,39,26,11.1,0.020529
2019-06-22,31,175,26,68,68,0.1,1011,10,36,27,11.1,0.022435
2019-06-23,30,180,26,80,69,0.0,1010,10,34,27,9.9,0.021118
2019-06-24,32,177,17,64,66,0.1,1010,10,37,27,11.1,0.030167000000000003
2019-06-25,30,137,13,57,65,0.1,1014,10,34,24,8.8,0.028529000000000002
2019-06-26,27,142,14,43,69,0.0,1018,10,32,22,14.1,0.019176
2019-06-27,31,155,13,51,66,0.0,1020,10,36,24,13.4,0.017958000000000002
2019-06-28,31,182,10,45,63,0.1,1019,10,37,24,14.1,0.027176
2019-06-29,31,204,10,58,57,0.0,1017,10,37,24,12.2,0.032175999999999996
2019-06-30,29,237,17,74,61,0.7,1016,8,32,25,9.9,0.03025
2019-07-01,29,195,15,59,63,0.3,1015,9,35,24,12.2,0.030706
2019-07-02,30,171,16,56,67,0.2,1014,9,35,23,13.4,0.025294
2019-07-03,29,183,15,59,69,0.0,1012,10,34,23,11.1,0.019292
2019-07-04,31,177,22,56,66,0.3,1013,9,36,25,11.1,0.018412
2019-07-05,31,177,20,59,65,0.0,1016,10,37,26,12.2,0.020412
2019-07-06,32,168,16,48,59,0.0,1017,10,38,25,13.4,0.023294
2019-07-07,32,201,14,35,59,0.0,1015,10,38,25,14.0,0.024647
2019-07-08,32,205,15,37,59,0.0,1013,10,39,25,13.4,0.021176
2019-07-09,33,189,16,42,58,0.0,1012,10,39,26,14.0,0.026352999999999998
2019-07-10,34,141,12,48,60,0.1,1013,9,39,26,14.0,0.039
2019-07-11,33,30,12,49,54,0.2,1013,10,37,28,12.2,0.042470999999999995
2019-07-12,32,21,15,31,47,0.0,1010,10,36,27,13.3,0.046118
2019-07-13,31,8,16,75,53,0.0,1010,10,34,26,8.7,0.044882
2019-07-14,31,12,13,50,59,0.2,1012,10,35,27,12.2,0.033875
2019-07-15,33,216,7,51,58,0.2,1012,10,37,27,14.0,0.033792
2019-07-16,32,190,19,36,64,0.0,1014,10,37,26,13.9,0.023706
2019-07-17,31,172,19,58,66,0.0,1015,10,37,25,11.0,0.023471000000000002
2019-07-18,31,180,20,42,64,0.0,1014,10,38,25,12.2,0.024881999999999998
2019-07-19,32,171,21,25,63,0.0,1013,10,37,24,13.9,0.025941000000000002
2019-07-20,32,174,19,15,57,0.0,1013,10,38,24,13.9,0.024588
2019-07-21,32,180,17,6,53,0.0,1013,10,38,24,13.9,0.024824000000000002
2019-07-22,33,92,10,32,54,0.0,1014,10,38,25,13.9,0.035765
2019-07-23,30,25,20,40,48,0.2,1017,10,33,25,13.3,0.042412
2019-07-24,29,33,16,4,38,0.0,1018,10,33,23,13.9,0.048529
2019-07-25,28,64,12,2,38,0.0,1018,10,34,21,13.9,0.047708
2019-07-26,30,112,9,5,43,0.0,1018,10,35,23,13.8,0.053706
2019-07-27,31,108,11,24,49,0.0,1018,10,37,25,13.3,0.044318
2019-07-28,31,189,17,30,57,0.0,1016,10,36,25,13.8,0.020833
2019-07-29,32,193,17,59,59,0.0,1015,10,38,25,11.0,0.025706
2019-07-30,33,250,12,66,59,0.1,1015,10,39,26,9.8,0.028881999999999998
2019-07-31,34,125,9,30,53,0.1,1015,10,39,26,13.8,0.033588
2019-08-01,33,128,12,14,50,0.0,1015,10,39,26,13.8,0.036294
2019-08-02,34,106,10,30,52,0.0,1014,10,39,27,13.3,0.039941000000000004
2019-08-03,27,142,10,54,64,0.1,1013,10,29,21,10.9,0.037118
2019-08-04,28,179,12,69,68,0.7,1012,9,33,26,10.9,0.034588
2019-08-05,33,151,10,67,60,0.4,1013,9,37,26,10.9,0.037412
2019-08-06,33,141,10,49,60,0.1,1012,10,38,26,13.3,0.031882
2019-08-07,33,192,14,25,57,0.0,1012,10,39,26,13.7,0.024529
2019-08-08,33,191,17,22,55,0.0,1012,10,39,27,13.7,0.026764999999999997
2019-08-09,33,186,20,15,55,0.0,1012,10,40,26,13.6,0.028352999999999996
2019-08-10,33,184,18,29,56,0.0,1013,10,40,26,13.3,0.024588
2019-08-11,33,195,16,25,55,0.0,1014,10,39,26,13.3,0.026352999999999998
2019-08-12,34,191,16,13,52,0.0,1012,10,41,27,13.6,0.027353
2019-08-13,35,144,15,17,49,0.0,1011,10,41,27,13.6,0.028058999999999997
2019-08-14,34,130,12,27,54,0.1,1013,10,39,28,13.6,0.040175999999999996
2019-08-15,34,91,7,56,53,0.2,1014,9,39,28,10.9,0.043706
2019-08-16,35,223,10,9,52,0.0,1012,10,41,28,13.5,0.043118000000000004
2019-08-17,33,180,16,38,56,0.0,1010,10,39,27,13.3,0.028176
2019-08-18,33,187,19,30,56,0.0,1011,10,40,27,13.1,0.023587999999999998
2019-08-19,33,171,16,31,57,0.0,1013,10,39,27,13.1,0.023528999999999998
2019-08-20,33,174,13,29,53,0.0,1015,10,37,27,11.6,0.025429
2019-08-21,33,172,13,41,50,0.0,1014,10,38,26,11.6,0.026824
2019-08-22,32,155,15,32,55,0.2,1013,10,39,26,11.6,0.028647000000000002
2019-08-23,32,140,11,48,62,0.3,1012,10,36,26,11.6,0.031118
2019-08-24,33,207,10,55,62,0.6,1012,9,38,27,9.1,0.025773
2019-08-25,32,216,10,46,60,0.1,1009,10,36,27,11.6,0.032293999999999996
2019-08-26,32,182,16,7,58,0.0,1008,10,38,26,11.6,0.030529
2019-08-27,33,167,16,27,58,0.0,1011,10,38,27,11.6,0.025764999999999996
2019-08-28,33,95,8,57,56,0.4,1015,9,37,28,10.3,0.034118
2019-08-29,31,169,10,67,62,1.0,1015,8,33,27,7.6,0.033
2019-08-30,31,147,12,32,60,0.1,1015,10,36,26,11.6,0.031471
2019-08-31,31,146,9,44,60,0.1,1015,9,36,26,10.3,0.037941
2019-09-01,30,86,8,70,58,0.5,1016,9,34,27,7.6,0.042765
2019-09-02,32,65,11,6,46,0.0,1016,10,36,27,11.6,0.040667
2019-09-03,33,66,11,14,46,0.0,1014,10,35,28,11.6,0.036824
2019-09-04,32,75,12,48,51,0.1,1015,10,36,28,8.9,0.041294
2019-09-05,32,109,11,10,50,0.0,1017,10,37,28,11.6,0.041765
2019-09-06,34,192,10,11,49,0.0,1016,10,39,27,11.6,0.047941000000000004
2019-09-07,32,169,13,5,42,0.0,1015,10,37,27,11.6,0.036059
2019-09-08,32,172,18,26,58,0.0,1014,10,38,25,11.6,0.031118
2019-09-09,30,162,17,52,65,0.1,1014,10,34,25,10.2,0.029294
2019-09-10,30,152,15,68,63,0.5,1016,9,34,25,8.9,0.026294
2019-09-11,30,177,16,63,67,0.7,1017,8,35,25,8.9,0.021588
2019-09-12,29,173,12,56,67,0.1,1016,10,34,24,10.2,0.028765
2019-09-13,30,124,11,23,60,0.1,1018,10,35,25,11.6,0.043412
2019-09-14,32,93,9,47,49,0.1,1018,10,36,27,10.2,0.049412
2019-09-15,0,0,11,81,42,0.0,1015,10,0,0,11.6,0.046083
2019-09-16,9,158,11,34,49,0.0,1015,10,35,0,11.6,0.039764999999999995
2019-09-17,29,45,11,55,64,0.2,1012,10,33,25,8.8,0.032
2019-09-18,29,333,8,71,64,0.1,1011,10,33,25,7.5,0.035765
