date_local,avgtempC,winddirDegree,windspeedKmph,cloudcover,humidity,precipInches,pressure,visibility,maxtempC,mintempC,sunHour,PM2.5
2015-01-06,9,208,10,6,56,0.0,1028,10,17,4,8.7,8.5
2015-01-12,6,110,14,34,79,0.0,1025,10,8,4,8.7,7.2
2015-01-18,13,230,12,13,46,0.0,1025,10,19,8,8.7,6.0
2015-01-24,8,266,12,31,60,0.0,1022,10,15,3,10.8,7.6
2015-01-30,11,48,19,54,55,0.0,1028,10,13,9,8.5,6.1
2015-02-05,5,274,17,39,67,0.0,1028,10,8,3,8.5,9.7
2015-02-11,16,145,11,2,62,0.0,1016,10,23,9,11.0,11.3
2015-02-17,5,160,16,39,51,0.0,1023,10,11,1,10.1,6.8
2015-03-01,3,57,18,100,87,0.0,1025,9,5,1,5.9,8.5
2015-03-07,8,125,7,32,51,0.0,1029,10,14,3,11.6,10.0
2015-03-13,14,145,13,59,73,0.0,1018,9,19,10,8.8,6.4
2015-03-19,21,177,13,72,85,0.1,1014,8,26,18,8.8,10.2
2015-03-25,20,179,20,33,82,0.0,1013,9,26,15,10.2,5.0
2015-03-31,20,193,20,83,85,0.0,1016,10,23,18,7.5,8.7
2015-04-06,22,175,21,63,83,0.0,1013,9,27,18,10.2,11.1
2015-04-12,21,155,12,82,86,0.1,1012,6,26,18,6.3,12.5
2015-04-18,20,101,6,74,86,0.0,1011,6,24,18,7.8,5.6
2015-04-24,24,162,16,64,84,0.1,1009,9,28,21,9.6,17.2
2015-04-30,18,193,8,3,51,0.0,1015,10,26,11,13.6,9.4
2015-05-06,24,164,18,68,83,0.3,1013,8,28,20,9.7,8.8
2015-05-12,19,48,16,93,94,0.0,1020,10,20,18,8.6,6.1
2015-05-30,25,246,9,34,80,0.2,1016,9,29,22,14.0,5.5
2015-06-05,26,168,9,29,74,0.0,1016,8,31,22,13.4,8.6
2015-06-11,27,180,17,24,68,0.0,1009,9,32,22,14.0,5.6
2015-06-30,26,195,12,20,78,0.1,1016,9,31,23,14.0,19.7
2015-07-05,27,178,20,49,76,0.0,1016,9,32,23,12.2,18.3
2015-07-11,27,184,11,9,66,0.0,1019,9,33,22,14.0,17.7
2015-07-17,29,184,17,25,66,0.0,1013,9,36,24,13.3,7.9
2015-07-23,30,185,19,10,60,0.0,1014,10,37,23,13.9,13.8
2015-07-29,30,171,10,17,57,0.0,1015,9,37,23,13.3,15.8
2015-08-04,30,188,13,27,58,0.0,1013,10,35,25,13.3,16.4
2015-08-10,31,159,11,6,51,0.0,1013,9,39,23,13.6,9.7
2015-08-16,29,140,10,11,54,0.1,1014,10,36,23,13.5,13.8
2015-08-22,30,177,17,14,61,0.0,1013,10,37,23,11.6,8.3
2015-08-28,29,191,12,15,40,0.0,1015,10,35,23,11.6,14.6
2015-09-03,27,94,8,45,67,0.1,1012,10,33,23,8.9,3.7
2015-09-09,28,220,9,31,67,0.3,1012,10,33,24,10.2,7.1
2015-09-15,26,132,11,62,76,0.1,1016,9,32,21,7.5,6.5
2015-09-21,28,163,10,15,54,0.0,1014,10,34,22,11.6,8.3
2015-09-27,26,146,10,15,46,0.0,1012,10,32,21,11.6,15.4
2015-10-06,23,78,9,19,47,0.0,1018,10,30,17,11.6,8.2
2015-10-14,25,118,9,0,22,0.0,1017,10,34,17,11.6,15.1
2015-10-15,24,182,13,1,44,0.0,1018,10,33,17,11.6,10.5
2015-10-21,24,119,19,71,79,0.1,1017,9,29,21,5.7,7.8
2015-10-27,20,275,11,3,63,0.0,1011,10,26,14,8.7,5.9
2015-11-03,19,147,10,0,72,0.0,1016,10,25,14,8.7,11.2
2015-11-08,14,21,18,29,73,0.0,1023,10,18,11,8.7,4.5
2015-11-14,14,125,9,47,63,0.0,1025,10,16,13,8.7,7.6
2015-11-26,20,148,19,99,94,0.1,1019,9,23,18,3.8,3.9
2015-12-02,11,178,12,4,65,0.0,1021,10,17,6,8.7,6.0
2015-12-09,16,187,9,13,61,0.0,1015,10,22,11,8.7,10.7
2015-12-20,12,217,15,58,67,0.0,1018,9,17,9,5.4,6.5
2015-12-26,22,163,28,97,93,0.4,1007,9,24,21,3.8,10.2
2016-01-01,7,59,22,58,70,0.0,1031,10,8,6,8.7,7.7
2016-01-07,13,257,10,22,79,0.0,1012,8,20,8,8.7,8.4
2016-01-13,11,208,13,26,73,0.0,1021,10,17,7,8.7,12.7
2016-01-19,12,184,18,42,81,0.0,1022,10,18,7,7.1,8.2
2016-01-25,16,186,14,56,75,0.0,1013,10,21,13,10.0,9.1
2016-01-31,18,207,17,31,71,0.0,1009,10,27,14,10.8,10.5
2016-02-06,9,267,21,4,55,0.0,1027,10,14,6,10.9,5.4
2016-02-12,17,134,14,0,54,0.0,1022,10,24,11,11.0,10.5
2016-02-18,17,176,22,10,71,0.0,1021,10,25,10,11.1,7.9
2016-02-24,11,316,21,3,48,0.0,1021,10,16,7,11.2,6.7
2016-03-01,20,151,24,38,71,0.0,1016,10,25,16,11.6,6.9
2016-03-07,19,160,28,99,91,0.1,1010,9,21,16,5.9,7.7
2016-03-13,20,226,19,8,61,0.0,1009,10,27,14,11.6,8.5
2016-03-19,12,55,30,22,65,0.0,1021,10,15,9,11.6,5.7
2016-03-25,13,111,10,1,49,0.0,1014,10,21,6,11.6,6.7
2016-03-31,23,126,16,30,64,0.0,1005,9,27,19,11.6,13.4
2016-04-07,19,207,11,21,43,0.0,1016,10,28,13,10.3,6.7
2016-04-13,19,182,14,59,74,0.0,1014,8,24,14,8.9,7.8
2016-04-19,19,187,14,54,67,0.0,1016,9,25,14,12.1,5.5
2016-04-24,20,157,16,51,81,0.0,1011,10,23,16,12.1,7.5
2016-05-03,17,69,13,8,63,0.0,1018,10,23,11,13.7,4.5
2016-05-06,21,109,8,0,52,0.0,1017,10,28,14,13.7,9.9
2016-05-12,24,111,10,45,82,0.0,1018,7,30,20,13.3,9.3
